COD	EMPRESA	ZONA	COD_VEN	VENDEDOR	COD_CLIENTE	CLIENTE	TD	DOCUMENTO	FECHA_EMISION	FECHA_VENCIMIENTO	MES_EMI	ANIO_EMI	DIAS_PLAZO	MON	TIPCAMV	TIPCAMC	IMPORTEDOC	CODAGE	AGENCIA	ITEM	PRODUCTO	PRESENTACION	UNID_KG/L	TOT_VOLUMEN	CODIGO	DESCRI	CANTI	PRECIO	UNID	VALORVTA	IGV	PRECIOVTA	VALORVTA_US	VALORVTA_MN	PRECIOVTA_US	PRECIOVTA_MN
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040030451	13/10/2011	11/01/2012	Octubre	2011	90	MN	2.726	2.725	20537.78	0001	LIMA	0005	NEMATHOR 20 L	200.000	LT	200.000	2110110006	NEMATHOR 20L (BID X 200 LT) NEMATICIDA	1.000	9185.00	UND	9185.00	1653.30	10838.30	3370.642	9185.000	3977.358	10838.300	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040030512	21/10/2011	20/12/2011	Octubre	2011	60	MN	2.727	2.725	406.53	0001	LIMA	0001	ACIDYF	1.000	LT	24.000	2110010001	ACIDYF-PH1(FCO. 1 LT) ACIDIFICANTE	24.000	14.36	1LT	344.52	62.01	406.53	126.429	344.520	149.185	406.530	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040030790	22/11/2011	20/02/2012	Noviembre	2011	90	MN	2.702	2.701	6788.13	0001	LIMA	0001	SANIX	4.000	KG	160.000	2110090002	SANIX( BALDE 4 KG) FITOCICATRIZANTE	40.000	61.93	UND	2477.20	445.90	2923.10	917.142	2477.200	1082.229	2923.100	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040030790	22/11/2011	20/02/2012	Noviembre	2011	90	MN	2.702	2.701	6788.13	0001	LIMA	0002	SANIX	1.000	KG	60.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	60.000	15.95	1KG	957.00	172.26	1129.26	354.313	957.000	418.090	1129.260	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040030790	22/11/2011	20/02/2012	Noviembre	2011	90	MN	2.702	2.701	6788.13	0001	LIMA	0003	KLOROFILA	1.000	LT	60.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	60.000	13.60	1LT	815.76	146.84	962.60	302.021	815.760	356.387	962.600	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040030790	22/11/2011	20/02/2012	Noviembre	2011	90	MN	2.702	2.701	6788.13	0001	LIMA	0004	ROOT-HOR	1.000	LT	12.000	2110120012	ROOT-HOR(FCO. 1 LT) BIOESTIMULANTE	12.000	61.00	1LT	732.01	131.76	863.77	271.014	732.010	319.796	863.770	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040030790	22/11/2011	20/02/2012	Noviembre	2011	90	MN	2.702	2.701	6788.13	0001	LIMA	0005	FITAMINAS	1.000	LT	12.000	2110120006	FITAMINAS(FCO.1 LT) REGULAD CRECIMIENTO	12.000	64.22	1LT	770.68	138.72	909.40	285.331	770.680	336.690	909.400	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040030992	14/12/2011	13/03/2012	Diciembre	2011	90	MN	2.696	2.696	2617.83	0001	LIMA	0001	DISPERSAL	20.000	LT	200.000	2110060002	DISPERSAL (ENV. X 20 LT) DISPERSANTE SALES	10.000	221.85	UND	2218.50	399.33	2617.83	822.886	2218.500	971.005	2617.830	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040031072	22/12/2011	20/02/2012	Diciembre	2011	60	MN	2.695	2.694	863.77	0001	LIMA	0001	ROOT-HOR	1.000	LT	12.000	2110120012	ROOT-HOR(FCO. 1 LT) BIOESTIMULANTE	12.000	61.00	1LT	732.01	131.76	863.77	271.719	732.010	320.627	863.770	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0001	GIB-BEX	.250	LT	24.000	2110120024	GIB-BEX (FCO 250 ML)REGULAD CRECIMIENTO	96.000	13.92	UND	1335.84	240.45	1576.29	496.042	1335.840	585.329	1576.290	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0002	KLOROFILA	1.000	LT	60.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	60.000	13.60	1LT	815.76	146.84	962.60	302.919	815.760	357.445	962.600	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0003	KELTEX CALCIO BORO	1.000	LT	60.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) FERTIL FOLIARES	60.000	12.93	1LT	775.50	139.59	915.09	287.969	775.500	339.803	915.090	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0004	NEMATHOR 20 L	1.000	LT	24.000	2110110002	NEMATHOR 20L ( FCO. 1 LT) NEMATICIDA	24.000	47.85	1LT	1148.40	206.71	1355.11	426.439	1148.400	503.197	1355.110	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0005	FITAMINAS	1.000	LT	36.000	2110120006	FITAMINAS(FCO.1 LT) REGULAD CRECIMIENTO	36.000	64.22	1LT	2312.05	416.17	2728.22	858.541	2312.050	1013.078	2728.220	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0006	BIG-HOR	1.000	LT	36.000	2110120001	BIGHOR(FCO. 1 LT)  REGULAD CRECIMIENTO	36.000	69.69	1LT	2508.66	451.56	2960.22	931.548	2508.660	1099.228	2960.220	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0007	KOBRES-LIQ	1.000	LT	36.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	36.000	31.96	1LT	1150.38	207.07	1357.45	427.174	1150.380	504.066	1357.450	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040031288	16/01/2012	15/04/2012	Enero	2012	90	MN	2.694	2.693	12464.78	0001	LIMA	0008	ACIDYF	1.000	LT	36.000	2110010001	ACIDYF-PH1(FCO. 1 LT) ACIDIFICANTE	36.000	14.36	1LT	516.78	93.02	609.80	191.898	516.780	226.439	609.800	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040031295	17/01/2012	16/04/2012	Enero	2012	90	MN	2.694	2.693	5483.53	0001	LIMA	0001	KLOROFILA	1.000	LT	60.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	60.000	13.60	1LT	815.76	146.84	962.60	302.919	815.760	357.445	962.600	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040031295	17/01/2012	16/04/2012	Enero	2012	90	MN	2.694	2.693	5483.53	0001	LIMA	0002	KOBRES-LIQ	1.000	LT	60.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	60.000	31.96	1LT	1917.30	345.11	2262.41	711.957	1917.300	840.108	2262.410	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040031295	17/01/2012	16/04/2012	Enero	2012	90	MN	2.694	2.693	5483.53	0001	LIMA	0003	SANIX	1.000	KG	120.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	120.000	15.95	1KG	1914.00	344.52	2258.52	710.732	1914.000	838.663	2258.520	
0002	CAISAC		312-1		20133417452	AGROPECUARIA CHIMU SRL	FT	0040031420	30/01/2012	29/04/2012	Enero	2012	90	MN	2.691	2.690	677.56	0001	LIMA	0001	FROTHER	20.000	LT	80.000	2110050002	FROTHER(BIDON 20LT) DETERGENTE AGRICOLA	4.000	143.55	UND	574.20	103.36	677.56	213.457	574.200	251.881	677.560	
0002	CAISAC		312-1		20133417452	AGROPECUARIA CHIMU SRL	FT	0040031450	31/01/2012	30/04/2012	Enero	2012	90	MN	2.691	2.689	508.17	0001	LIMA	0001	FROTHER	20.000	LT	60.000	2110050002	FROTHER(BIDON 20LT) DETERGENTE AGRICOLA	3.000	143.55	UND	430.65	77.52	508.17	160.152	430.650	188.981	508.170	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032272	20/04/2012	19/07/2012	Abril	2012	90	MN	2.654	2.654	6033.36	0001	LIMA	0001	KOBRES-LIQ	1.000	LT	72.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	72.000	31.96	1LT	2300.76	414.13	2714.89	866.903	2300.760	1022.943	2714.890	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032272	20/04/2012	19/07/2012	Abril	2012	90	MN	2.654	2.654	6033.36	0001	LIMA	0002	KLOROFILA	1.000	LT	60.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	60.000	13.60	1LT	815.76	146.84	962.60	307.370	815.760	362.698	962.600	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032272	20/04/2012	19/07/2012	Abril	2012	90	MN	2.654	2.654	6033.36	0001	LIMA	0003	SANIX	1.000	KG	96.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	96.000	15.95	1KG	1531.20	275.62	1806.82	576.940	1531.200	680.791	1806.820	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032272	20/04/2012	19/07/2012	Abril	2012	90	MN	2.654	2.654	6033.36	0001	LIMA	0004	KELTEX CALCIO BORO	1.000	LT	36.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) FERTIL FOLIARES	36.000	12.93	1LT	465.30	83.75	549.05	175.320	465.300	206.876	549.050	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032287	23/04/2012	22/07/2012	Abril	2012	90	MN	2.652	2.651	1224.27	0001	LIMA	0001	GIB-BEX	.125	LT	18.000	2110120010	GIB-BEX ( FCO 125 ML) REGULAD CRECIMIENTO	144.000	7.21	UND	1037.52	186.75	1224.27	391.369	1037.520	461.814	1224.270	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040032367	30/04/2012	29/07/2012	Abril	2012	90	MN	2.641	2.639	4519.85	0001	LIMA	0001	BIG-HOR	.250	LT	12.000	2110120003	BIGHOR( FCO. 1/4 LT) REGULAD CRECIMIENTO	48.000	19.58	UND	939.84	169.17	1109.01	356.135	939.840	420.239	1109.010	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040032367	30/04/2012	29/07/2012	Abril	2012	90	MN	2.641	2.639	4519.85	0001	LIMA	0002	ROOT-HOR	.250	LT	12.000	2110120013	ROOT-HOR(FCO. 1/4 LT) BIOESTIMULANTE	48.000	16.44	UND	789.10	142.04	931.14	299.015	789.100	352.838	931.140	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040032367	30/04/2012	29/07/2012	Abril	2012	90	MN	2.641	2.639	4519.85	0001	LIMA	0003	SANIX	1.000	KG	48.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	48.000	15.95	1KG	765.60	137.81	903.41	290.110	765.600	342.330	903.410	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040032367	30/04/2012	29/07/2012	Abril	2012	90	MN	2.641	2.639	4519.85	0001	LIMA	0004	GIB-BEX	.250	LT	24.000	2110120024	GIB-BEX (FCO 250 ML)REGULAD CRECIMIENTO	96.000	13.92	UND	1335.84	240.45	1576.29	506.192	1335.840	597.306	1576.290	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032368	30/04/2012	29/07/2012	Abril	2012	90	MN	2.641	2.639	2338.48	0001	LIMA	0001	SANIX	4.000	KG	128.000	2110090002	SANIX( BALDE 4 KG) FITOCICATRIZANTE	32.000	61.93	UND	1981.76	356.72	2338.48	750.951	1981.760	886.124	2338.480	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032827	19/06/2012	17/09/2012	Junio	2012	90	MN	2.652	2.650	6435.09	0001	LIMA	0001	SANIX	1.000	KG	60.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	60.000	15.95	1KG	957.00	172.25	1129.25	361.132	957.000	426.132	1129.250	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032827	19/06/2012	17/09/2012	Junio	2012	90	MN	2.652	2.650	6435.09	0001	LIMA	0002	SANIX	4.000	KG	96.000	2110090002	SANIX( BALDE 4 KG) FITOCICATRIZANTE	24.000	61.93	UND	1486.32	267.54	1753.86	560.875	1486.320	661.834	1753.860	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032827	19/06/2012	17/09/2012	Junio	2012	90	MN	2.652	2.650	6435.09	0001	LIMA	0003	SANIX	20.000	KG	200.000	2110090003	SANIX (BALDE X 20 KG) FITOCICATRIZANTE	10.000	301.02	UND	3010.15	541.83	3551.98	1135.906	3010.150	1340.370	3551.980	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032976	03/07/2012	01/10/2012	Julio	2012	90	MN	2.655	2.652	8244.90	0001	LIMA	0001	KOBRES-LIQ	1.000	LT	120.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	120.000	31.96	1LT	3834.60	690.23	4524.83	1445.928	3834.600	1706.195	4524.830	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032976	03/07/2012	01/10/2012	Julio	2012	90	MN	2.655	2.652	8244.90	0001	LIMA	0002	SANIX	4.000	KG	80.000	2110090002	SANIX( BALDE 4 KG) FITOCICATRIZANTE	20.000	61.93	UND	1238.60	222.95	1461.55	467.044	1238.600	551.112	1461.550	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040032976	03/07/2012	01/10/2012	Julio	2012	90	MN	2.655	2.652	8244.90	0001	LIMA	0003	SANIX	1.000	KG	120.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	120.000	15.95	1KG	1914.00	344.52	2258.52	721.719	1914.000	851.629	2258.520	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040033007	06/07/2012	04/09/2012	Julio	2012	60	MN	2.650	2.649	619.80	0001	LIMA	0001	KLOROFILA	20.000	LT	40.000	2110080005	KLOROFILA(BIDON 20LT)MICROELEMENTOS	2.000	262.63	UND	525.25	94.55	619.80	198.282	525.250	233.975	619.800	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034197	30/10/2012	28/01/2013	Octubre	2012	90	MN	2.602	2.601	3933.41	0001	LIMA	0001	GIB-BEX	.125	LT	18.000	2110120010	GIB-BEX ( FCO 125 ML) REGULAD CRECIMIENTO	144.000	7.21	UND	1037.52	186.75	1224.27	398.893	1037.520	470.692	1224.270	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034197	30/10/2012	28/01/2013	Octubre	2012	90	MN	2.602	2.601	3933.41	0001	LIMA	0002	KLOROFILA	1.000	LT	36.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	36.000	13.60	1LT	489.46	88.10	577.56	188.181	489.460	222.053	577.560	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034197	30/10/2012	28/01/2013	Octubre	2012	90	MN	2.602	2.601	3933.41	0001	LIMA	0003	KELTEX CALCIO BORO	1.000	LT	36.000	2110070008	KELTEX CALCIO BORO (FCO 1 LT) FERTIL FOLIARES	36.000	12.93	1LT	465.30	83.75	549.05	178.893	465.300	211.092	549.050	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034197	30/10/2012	28/01/2013	Octubre	2012	90	MN	2.602	2.601	3933.41	0001	LIMA	0004	KOBRES-LIQ	1.000	LT	24.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	24.000	31.96	1LT	766.92	138.05	904.97	294.856	766.920	347.932	904.970	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034197	30/10/2012	28/01/2013	Octubre	2012	90	MN	2.602	2.601	3933.41	0001	LIMA	0005	SANIX	1.000	KG	36.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	36.000	15.95	1KG	574.20	103.36	677.56	220.761	574.200	260.500	677.560	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034198	30/10/2012	28/01/2013	Octubre	2012	90	MN	2.602	2.601	2158.53	0001	LIMA	0001	SANIX	1.000	KG	84.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	84.000	15.95	1KG	1339.80	241.17	1580.97	515.110	1339.800	607.832	1580.970	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034198	30/10/2012	28/01/2013	Octubre	2012	90	MN	2.602	2.601	2158.53	0001	LIMA	0002	KLOROFILA	1.000	LT	36.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	36.000	13.60	1LT	489.46	88.10	577.56	188.181	489.460	222.053	577.560	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034373	16/11/2012	14/02/2013	Noviembre	2012	90	MN	2.603	2.602	929.69	0001	LIMA	0001	KLOROFILA	20.000	LT	60.000	2110080005	KLOROFILA(BIDON 20LT)MICROELEMENTOS	3.000	262.62	UND	787.87	141.82	929.69	302.794	787.870	357.298	929.690	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034374	16/11/2012	14/02/2013	Noviembre	2012	90	MN	2.603	2.602	3221.12	0001	LIMA	0001	KLOROFILA	1.000	LT	60.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	60.000	13.60	1LT	815.76	146.84	962.60	313.513	815.760	369.946	962.600	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034374	16/11/2012	14/02/2013	Noviembre	2012	90	MN	2.603	2.602	3221.12	0001	LIMA	0002	SANIX	1.000	KG	120.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	120.000	15.95	1KG	1914.00	344.52	2258.52	735.588	1914.000	867.994	2258.520	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034466	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	1604.33	0001	LIMA	0001	GIB-BEX	.125	LT	12.000	2110120010	GIB-BEX ( FCO 125 ML) REGULAD CRECIMIENTO	96.000	7.21	UND	691.68	124.50	816.18	267.264	691.680	315.371	816.180	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034466	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	1604.33	0001	LIMA	0002	GIB-BEX	.250	LT	12.000	2110120024	GIB-BEX (FCO 250 ML)REGULAD CRECIMIENTO	48.000	13.92	UND	667.92	120.23	788.15	258.083	667.920	304.540	788.150	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034467	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	816.18	0001	LIMA	0001	GIB-BEX	.125	LT	12.000	2110120010	GIB-BEX ( FCO 125 ML) REGULAD CRECIMIENTO	96.000	7.21	UND	691.68	124.50	816.18	267.264	691.680	315.371	816.180	
0002	CAISAC	LIMA NORTE	305-2	JOSE IBAÑEZ	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034468	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	903.41	0001	LIMA	0001	SANIX	1.000	KG	48.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	48.000	15.95	1KG	765.60	137.81	903.41	295.827	765.600	349.077	903.410	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040034469	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	3152.58	0001	LIMA	0001	GIB-BEX	.250	LT	48.000	2110120024	GIB-BEX (FCO 250 ML)REGULAD CRECIMIENTO	192.000	13.92	UND	2671.68	480.90	3152.58	1032.334	2671.680	1218.153	3152.580	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034470	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	1365.71	0001	LIMA	0001	KLOROFILA	1.000	LT	36.000	2110080004	KLOROFILA( FCO. 1LT) MICROELEMENTOS	36.000	13.60	1LT	489.46	88.10	577.56	189.127	489.460	223.168	577.560	
0002	CAISAC	CHICLAYO-LAMBAYEQUE-OLMOS-MOTUPE-CHEPEN-	307-3	LUIS ANTONIO MENA VEGA	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034470	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	1365.71	0001	LIMA	0002	GIB-BEX	.250	LT	12.000	2110120024	GIB-BEX (FCO 250 ML)REGULAD CRECIMIENTO	48.000	13.92	UND	667.92	120.23	788.15	258.083	667.920	304.540	788.150	
0002	CAISAC	LIMA NORTE	305-2	JOSE IBAÑEZ	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034471	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	863.77	0001	LIMA	0001	ROOT-HOR	1.000	LT	12.000	2110120012	ROOT-HOR(FCO. 1 LT) BIOESTIMULANTE	12.000	61.00	1LT	732.01	131.76	863.77	282.848	732.010	333.760	863.770	
0002	CAISAC	LIMA NORTE	305-2	JOSE IBAÑEZ	20133417452	AGROPECUARIA CHIMU SRL	FT	0040034472	26/11/2012	24/02/2013	Noviembre	2012	90	MN	2.590	2.588	931.14	0001	LIMA	0001	ROOT-HOR	.250	LT	12.000	2110120013	ROOT-HOR(FCO. 1/4 LT) BIOESTIMULANTE	48.000	16.44	UND	789.10	142.04	931.14	304.907	789.100	359.791	931.140	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040035355	20/02/2013	21/05/2013	Febrero	2013	90	MN	2.583	2.582	903.41	0001	LIMA	0001	SANIX	1.000	KG	48.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	48.000	15.95	1KG	765.60	137.81	903.41	296.514	765.600	349.888	903.410	
0002	CAISAC	LIMA NORTE	305-2	JOSE IBAÑEZ	20133417452	AGROPECUARIA CHIMU SRL	FT	0040035356	20/02/2013	21/05/2013	Febrero	2013	90	MN	2.583	2.582	225.85	0001	LIMA	0001	SANIX	1.000	KG	12.000	2110090001	SANIX(  FCO. 1 KG) FITOCICATRIZANTE	12.000	15.95	1KG	191.40	34.45	225.85	74.129	191.400	87.471	225.850	
0002	CAISAC		313  		20133417452	AGROPECUARIA CHIMU SRL	FT	0040035357	20/02/2013	21/05/2013	Febrero	2013	90	MN	2.583	2.582	904.97	0001	LIMA	0001	KOBRES-LIQ	1.000	LT	24.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	24.000	31.96	1LT	766.92	138.05	904.97	297.026	766.920	350.492	904.970	
0002	CAISAC	LIMA NORTE	305-2	JOSE IBAÑEZ	20133417452	AGROPECUARIA CHIMU SRL	FT	0040035358	20/02/2013	21/05/2013	Febrero	2013	90	MN	2.583	2.582	3032.34	0001	LIMA	0001	GIB-BEX	.125	LT	6.000	2110120010	GIB-BEX ( FCO 125 ML) REGULAD CRECIMIENTO	48.000	7.21	UND	345.84	62.24	408.08	133.943	345.840	158.048	408.080	
0002	CAISAC	LIMA NORTE	305-2	JOSE IBAÑEZ	20133417452	AGROPECUARIA CHIMU SRL	FT	0040035358	20/02/2013	21/05/2013	Febrero	2013	90	MN	2.583	2.582	3032.34	0001	LIMA	0002	KOBRES-LIQ	1.000	LT	24.000	2110100001	KOBRES LIQ( FCO. 1 LT)  FUNGICIDA	24.000	31.96	1LT	766.92	138.05	904.97	297.026	766.920	350.492	904.970	
0002	CAISAC	LIMA NORTE	305-2	JOSE IBAÑEZ	20133417452	AGROPECUARIA CHIMU SRL	FT	0040035358	20/02/2013	21/05/2013	Febrero	2013	90	MN	2.583	2.582	3032.34	0001	LIMA	0003	ROOT-HOR	.250	LT	12.000	2110120013	ROOT-HOR(FCO. 1/4 LT) BIOESTIMULANTE	48.000	16.44	UND	789.10	142.04	931.14	305.616	789.100	360.627	931.140	
